landing_page_url_id,referrer_url,advertiser_id,campaign_id,timestamp
97,http://fearlesspinkbunnies.us,5,2,1/1/2018 0:10:10
99,http://guppyfishing.org,3,2,1/1/2018 0:10:30
90,http://fearlesspinkbunnies.us,5,1,1/1/2018 0:10:41
94,http://fashionabledogs.com,2,2,1/1/2018 0:10:46
72,http://fashionabledogs.com,3,1,1/1/2018 0:10:54
85,http://example.net,5,2,1/1/2018 0:11:17
42,http://guppyfishing.org,2,1,1/1/2018 0:11:22
95,http://fearlesspinkbunnies.us,5,1,1/1/2018 0:11:33
64,http://fearlesspinkbunnies.us,4,2,1/1/2018 0:12:02
47,http://fearlesspinkbunnies.us,5,2,1/1/2018 0:12:07
84,http://example.net,5,1,1/1/2018 0:12:31
32,http://horseandbuggymonthly.net,3,1,1/1/2018 0:12:52
24,http://horseandbuggymonthly.net,4,2,1/1/2018 0:13:20
40,http://guppyfishing.org,2,1,1/1/2018 0:13:31
50,http://horseandbuggymonthly.net,3,2,1/1/2018 0:13:55
97,http://horseandbuggymonthly.net,5,2,1/1/2018 0:14:03
52,http://fashionabledogs.com,4,1,1/1/2018 0:14:10
27,http://fashionabledogs.com,2,2,1/1/2018 0:14:40
85,http://fashionabledogs.com,2,1,1/1/2018 0:14:42
55,http://fashionabledogs.com,5,1,1/1/2018 0:15:11
43,http://fearlesspinkbunnies.us,5,1,1/1/2018 0:15:41
14,http://example.net,3,2,1/1/2018 0:15:55
9,http://horseandbuggymonthly.net,3,2,1/1/2018 0:16:06
46,http://fearlesspinkbunnies.us,3,1,1/1/2018 0:16:20
48,http://example.net,1,1,1/1/2018 0:16:25
67,http://horseandbuggymonthly.net,5,2,1/1/2018 0:16:37
32,http://horseandbuggymonthly.net,4,1,1/1/2018 0:16:38
92,http://guppyfishing.org,3,2,1/1/2018 0:17:04
8,http://fearlesspinkbunnies.us,1,2,1/1/2018 0:17:12
55,http://fashionabledogs.com,2,2,1/1/2018 0:17:19
14,http://fearlesspinkbunnies.us,2,1,1/1/2018 0:17:29
35,http://horseandbuggymonthly.net,3,2,1/1/2018 0:17:37
97,http://fearlesspinkbunnies.us,1,2,1/1/2018 0:17:54
43,http://guppyfishing.org,4,1,1/1/2018 0:18:23
82,http://horseandbuggymonthly.net,2,1,1/1/2018 0:18:33
43,http://guppyfishing.org,4,2,1/1/2018 0:18:59
28,http://fearlesspinkbunnies.us,5,1,1/1/2018 0:19:13
41,http://horseandbuggymonthly.net,3,2,1/1/2018 0:19:14
88,http://example.net,4,2,1/1/2018 0:19:32
20,http://guppyfishing.org,1,2,1/1/2018 0:19:40
93,http://guppyfishing.org,4,1,1/1/2018 0:20:00
67,http://example.net,5,2,1/1/2018 0:20:08
58,http://example.net,5,2,1/1/2018 0:20:31
67,http://fashionabledogs.com,5,1,1/1/2018 0:20:44
95,http://fearlesspinkbunnies.us,2,1,1/1/2018 0:20:56
48,http://guppyfishing.org,5,2,1/1/2018 0:21:09
86,http://horseandbuggymonthly.net,1,1,1/1/2018 0:21:15
72,http://horseandbuggymonthly.net,5,1,1/1/2018 0:21:35
51,http://fashionabledogs.com,5,2,1/1/2018 0:21:53
8,http://example.net,4,2,1/1/2018 0:22:13
34,http://guppyfishing.org,5,2,1/1/2018 0:22:22
11,http://fearlesspinkbunnies.us,3,1,1/1/2018 0:22:30
20,http://fashionabledogs.com,2,1,1/1/2018 0:22:51
52,http://guppyfishing.org,4,2,1/1/2018 0:22:54
89,http://fearlesspinkbunnies.us,4,1,1/1/2018 0:23:20
3,http://example.net,2,2,1/1/2018 0:23:34
57,http://fearlesspinkbunnies.us,3,2,1/1/2018 0:23:48
50,http://fearlesspinkbunnies.us,4,1,1/1/2018 0:24:16
34,http://guppyfishing.org,4,2,1/1/2018 0:24:43
91,http://fearlesspinkbunnies.us,1,1,1/1/2018 0:25:10
34,http://fearlesspinkbunnies.us,4,2,1/1/2018 0:25:20
71,http://guppyfishing.org,3,1,1/1/2018 0:25:47
62,http://horseandbuggymonthly.net,5,2,1/1/2018 0:25:50
55,http://fearlesspinkbunnies.us,2,1,1/1/2018 0:25:52
33,http://fearlesspinkbunnies.us,2,2,1/1/2018 0:25:53
97,http://horseandbuggymonthly.net,4,2,1/1/2018 0:26:20
6,http://example.net,1,2,1/1/2018 0:26:40
35,http://fearlesspinkbunnies.us,5,2,1/1/2018 0:26:53
56,http://example.net,3,1,1/1/2018 0:27:09
66,http://horseandbuggymonthly.net,2,2,1/1/2018 0:27:30
79,http://example.net,3,1,1/1/2018 0:27:47
31,http://fashionabledogs.com,3,1,1/1/2018 0:27:58
36,http://horseandbuggymonthly.net,4,2,1/1/2018 0:28:25
60,http://fearlesspinkbunnies.us,1,1,1/1/2018 0:28:48
85,http://horseandbuggymonthly.net,3,1,1/1/2018 0:29:08
39,http://fearlesspinkbunnies.us,3,1,1/1/2018 0:29:30
8,http://fearlesspinkbunnies.us,4,2,1/1/2018 0:29:55
56,http://horseandbuggymonthly.net,1,2,1/1/2018 0:30:05
9,http://horseandbuggymonthly.net,1,1,1/1/2018 0:30:27
55,http://fearlesspinkbunnies.us,1,1,1/1/2018 0:30:52
7,http://guppyfishing.org,1,2,1/1/2018 0:30:56
95,http://fashionabledogs.com,1,1,1/1/2018 0:31:22
79,http://horseandbuggymonthly.net,1,1,1/1/2018 0:31:51
1,http://fashionabledogs.com,5,1,1/1/2018 0:32:02
25,http://fearlesspinkbunnies.us,2,2,1/1/2018 0:32:32
28,http://example.net,3,2,1/1/2018 0:32:53
27,http://fashionabledogs.com,4,1,1/1/2018 0:33:09
22,http://fearlesspinkbunnies.us,2,1,1/1/2018 0:33:12
18,http://fashionabledogs.com,3,2,1/1/2018 0:33:13
84,http://example.net,3,1,1/1/2018 0:33:38
18,http://example.net,4,2,1/1/2018 0:33:54
50,http://fearlesspinkbunnies.us,3,1,1/1/2018 0:34:03
40,http://example.net,4,1,1/1/2018 0:34:15
38,http://fearlesspinkbunnies.us,3,2,1/1/2018 0:34:21
15,http://fashionabledogs.com,2,2,1/1/2018 0:34:36
78,http://example.net,1,1,1/1/2018 0:34:44
98,http://guppyfishing.org,5,2,1/1/2018 0:35:09
66,http://example.net,2,1,1/1/2018 0:35:23
64,http://example.net,1,2,1/1/2018 0:35:35
46,http://example.net,1,1,1/1/2018 0:35:41
99,http://horseandbuggymonthly.net,3,2,1/1/2018 0:35:46
36,http://horseandbuggymonthly.net,5,2,1/1/2018 0:36:11
24,http://fashionabledogs.com,3,2,1/1/2018 0:36:12
22,http://fashionabledogs.com,3,1,1/1/2018 0:36:18
33,http://fashionabledogs.com,4,1,1/1/2018 0:36:39
63,http://fashionabledogs.com,2,2,1/1/2018 0:37:04
79,http://fashionabledogs.com,3,2,1/1/2018 0:37:12
57,http://example.net,3,1,1/1/2018 0:37:30
45,http://guppyfishing.org,5,1,1/1/2018 0:37:54
61,http://horseandbuggymonthly.net,3,1,1/1/2018 0:38:10
47,http://guppyfishing.org,2,2,1/1/2018 0:38:20
27,http://fearlesspinkbunnies.us,2,1,1/1/2018 0:38:32
50,http://guppyfishing.org,3,1,1/1/2018 0:38:33
64,http://example.net,3,2,1/1/2018 0:38:42
77,http://example.net,5,2,1/1/2018 0:39:12
23,http://fashionabledogs.com,3,1,1/1/2018 0:39:25
80,http://example.net,1,1,1/1/2018 0:39:33
83,http://guppyfishing.org,5,2,1/1/2018 0:40:00
23,http://fashionabledogs.com,3,2,1/1/2018 0:40:06
36,http://example.net,3,1,1/1/2018 0:40:10
69,http://horseandbuggymonthly.net,1,1,1/1/2018 0:40:40
59,http://fearlesspinkbunnies.us,4,2,1/1/2018 0:41:00
20,http://guppyfishing.org,1,1,1/1/2018 0:41:11
52,http://fearlesspinkbunnies.us,3,1,1/1/2018 0:41:38
5,http://guppyfishing.org,1,2,1/1/2018 0:41:39
6,http://fashionabledogs.com,4,2,1/1/2018 0:41:43
44,http://fashionabledogs.com,2,2,1/1/2018 0:41:48
59,http://example.net,1,1,1/1/2018 0:42:13
54,http://example.net,5,2,1/1/2018 0:42:41
29,http://example.net,5,2,1/1/2018 0:42:57
35,http://example.net,5,2,1/1/2018 0:43:10
31,http://guppyfishing.org,5,1,1/1/2018 0:43:40
73,http://fearlesspinkbunnies.us,5,2,1/1/2018 0:43:43
32,http://example.net,2,1,1/1/2018 0:44:03
65,http://example.net,1,1,1/1/2018 0:44:07
89,http://example.net,2,2,1/1/2018 0:44:21
93,http://fashionabledogs.com,3,1,1/1/2018 0:44:50
43,http://fashionabledogs.com,5,1,1/1/2018 0:45:00
71,http://horseandbuggymonthly.net,3,2,1/1/2018 0:45:11
35,http://fearlesspinkbunnies.us,4,1,1/1/2018 0:45:14
21,http://fashionabledogs.com,4,2,1/1/2018 0:45:21
79,http://fearlesspinkbunnies.us,1,1,1/1/2018 0:45:36
24,http://fashionabledogs.com,3,1,1/1/2018 0:45:54
12,http://fearlesspinkbunnies.us,5,2,1/1/2018 0:46:10
18,http://guppyfishing.org,3,1,1/1/2018 0:46:35
16,http://horseandbuggymonthly.net,2,2,1/1/2018 0:46:44
98,http://guppyfishing.org,2,2,1/1/2018 0:46:54
58,http://fearlesspinkbunnies.us,3,2,1/1/2018 0:47:17
66,http://guppyfishing.org,3,2,1/1/2018 0:47:45
87,http://example.net,3,1,1/1/2018 0:48:01
21,http://horseandbuggymonthly.net,3,2,1/1/2018 0:48:17
67,http://horseandbuggymonthly.net,3,1,1/1/2018 0:48:34
18,http://example.net,1,2,1/1/2018 0:48:36
28,http://fashionabledogs.com,2,2,1/1/2018 0:48:49
33,http://example.net,2,1,1/1/2018 0:48:51
17,http://horseandbuggymonthly.net,4,1,1/1/2018 0:49:11
75,http://horseandbuggymonthly.net,5,1,1/1/2018 0:49:33
42,http://horseandbuggymonthly.net,2,1,1/1/2018 0:49:46
27,http://guppyfishing.org,3,2,1/1/2018 0:49:47
14,http://guppyfishing.org,1,1,1/1/2018 0:50:00
11,http://guppyfishing.org,1,2,1/1/2018 0:50:23
7,http://example.net,1,1,1/1/2018 0:50:24
47,http://fearlesspinkbunnies.us,2,2,1/1/2018 0:50:25
91,http://fashionabledogs.com,4,1,1/1/2018 0:50:48
50,http://example.net,3,1,1/1/2018 0:50:59
32,http://example.net,5,2,1/1/2018 0:51:08
8,http://horseandbuggymonthly.net,1,2,1/1/2018 0:51:17
74,http://example.net,5,1,1/1/2018 0:51:44
89,http://fearlesspinkbunnies.us,2,1,1/1/2018 0:52:07
23,http://fashionabledogs.com,5,1,1/1/2018 0:52:33
85,http://example.net,3,1,1/1/2018 0:52:42
4,http://fashionabledogs.com,2,1,1/1/2018 0:53:06
70,http://horseandbuggymonthly.net,3,1,1/1/2018 0:53:35
95,http://example.net,3,2,1/1/2018 0:54:04
78,http://horseandbuggymonthly.net,2,1,1/1/2018 0:54:07
69,http://fearlesspinkbunnies.us,2,2,1/1/2018 0:54:08
45,http://fashionabledogs.com,5,2,1/1/2018 0:54:30
60,http://example.net,3,2,1/1/2018 0:54:38
4,http://fearlesspinkbunnies.us,5,1,1/1/2018 0:55:03
48,http://fearlesspinkbunnies.us,4,2,1/1/2018 0:55:21
26,http://example.net,2,1,1/1/2018 0:55:50
35,http://guppyfishing.org,3,1,1/1/2018 0:56:03
45,http://fashionabledogs.com,1,2,1/1/2018 0:56:09
87,http://horseandbuggymonthly.net,5,2,1/1/2018 0:56:22
29,http://guppyfishing.org,5,2,1/1/2018 0:56:47
42,http://guppyfishing.org,5,1,1/1/2018 0:57:02
93,http://fashionabledogs.com,2,2,1/1/2018 0:57:16
28,http://fashionabledogs.com,4,1,1/1/2018 0:57:46
79,http://example.net,2,1,1/1/2018 0:58:06
92,http://fearlesspinkbunnies.us,2,1,1/1/2018 0:58:08
83,http://horseandbuggymonthly.net,1,1,1/1/2018 0:58:27
30,http://horseandbuggymonthly.net,3,2,1/1/2018 0:58:52
34,http://fashionabledogs.com,3,2,1/1/2018 0:59:14
45,http://example.net,3,2,1/1/2018 0:59:29
75,http://fashionabledogs.com,5,2,1/1/2018 0:59:53
62,http://example.net,2,2,1/1/2018 1:00:15
71,http://horseandbuggymonthly.net,1,2,1/1/2018 1:00:39
28,http://horseandbuggymonthly.net,4,2,1/1/2018 1:00:54
65,http://fashionabledogs.com,3,1,1/1/2018 1:01:18
26,http://horseandbuggymonthly.net,1,2,1/1/2018 1:01:46
70,http://fashionabledogs.com,3,2,1/1/2018 1:02:13
22,http://guppyfishing.org,3,2,1/1/2018 1:02:35
49,http://fearlesspinkbunnies.us,3,1,1/1/2018 1:03:05
63,http://horseandbuggymonthly.net,2,2,1/1/2018 1:03:20
68,http://fearlesspinkbunnies.us,5,2,1/1/2018 1:03:22
32,http://guppyfishing.org,5,1,1/1/2018 1:03:26
31,http://fearlesspinkbunnies.us,1,2,1/1/2018 1:03:50
26,http://guppyfishing.org,4,2,1/1/2018 1:04:12
86,http://example.net,3,1,1/1/2018 1:04:20
9,http://fearlesspinkbunnies.us,3,2,1/1/2018 1:04:32
59,http://example.net,4,2,1/1/2018 1:04:36
97,http://fearlesspinkbunnies.us,3,2,1/1/2018 1:04:42
85,http://guppyfishing.org,3,1,1/1/2018 1:04:57
72,http://fearlesspinkbunnies.us,5,1,1/1/2018 1:05:05
67,http://guppyfishing.org,5,2,1/1/2018 1:05:18
99,http://fearlesspinkbunnies.us,2,2,1/1/2018 1:05:42
66,http://guppyfishing.org,2,1,1/1/2018 1:05:59
4,http://fearlesspinkbunnies.us,2,1,1/1/2018 1:06:28
99,http://horseandbuggymonthly.net,2,2,1/1/2018 1:06:41
89,http://horseandbuggymonthly.net,2,1,1/1/2018 1:07:00
47,http://example.net,2,2,1/1/2018 1:07:04
59,http://horseandbuggymonthly.net,5,2,1/1/2018 1:07:21
48,http://fearlesspinkbunnies.us,1,1,1/1/2018 1:07:45
3,http://fashionabledogs.com,5,2,1/1/2018 1:07:56
81,http://fashionabledogs.com,2,2,1/1/2018 1:08:22
29,http://guppyfishing.org,3,1,1/1/2018 1:08:52
60,http://guppyfishing.org,1,2,1/1/2018 1:09:16
23,http://guppyfishing.org,5,1,1/1/2018 1:09:37
86,http://guppyfishing.org,1,1,1/1/2018 1:10:01
65,http://horseandbuggymonthly.net,2,2,1/1/2018 1:10:21
35,http://guppyfishing.org,5,2,1/1/2018 1:10:30
95,http://horseandbuggymonthly.net,4,1,1/1/2018 1:10:54
97,http://guppyfishing.org,2,1,1/1/2018 1:11:17
21,http://example.net,2,2,1/1/2018 1:11:25
15,http://guppyfishing.org,4,2,1/1/2018 1:11:31
45,http://fearlesspinkbunnies.us,4,1,1/1/2018 1:11:56
69,http://horseandbuggymonthly.net,3,1,1/1/2018 1:12:21
49,http://fearlesspinkbunnies.us,3,2,1/1/2018 1:12:35
54,http://fashionabledogs.com,4,1,1/1/2018 1:12:58
13,http://example.net,3,2,1/1/2018 1:13:03
67,http://horseandbuggymonthly.net,4,1,1/1/2018 1:13:33
4,http://fearlesspinkbunnies.us,5,1,1/1/2018 1:13:48
70,http://guppyfishing.org,1,1,1/1/2018 1:13:49
98,http://example.net,1,2,1/1/2018 1:14:03
4,http://horseandbuggymonthly.net,2,1,1/1/2018 1:14:27
58,http://horseandbuggymonthly.net,2,2,1/1/2018 1:14:50
89,http://example.net,4,1,1/1/2018 1:15:14
34,http://fearlesspinkbunnies.us,4,2,1/1/2018 1:15:42
36,http://guppyfishing.org,4,1,1/1/2018 1:16:11
49,http://fashionabledogs.com,3,2,1/1/2018 1:16:37
47,http://guppyfishing.org,3,2,1/1/2018 1:16:48
14,http://fearlesspinkbunnies.us,2,2,1/1/2018 1:17:03
74,http://example.net,4,2,1/1/2018 1:17:23
12,http://horseandbuggymonthly.net,4,2,1/1/2018 1:17:44
64,http://fashionabledogs.com,5,2,1/1/2018 1:17:54
98,http://fashionabledogs.com,3,1,1/1/2018 1:18:14
58,http://fearlesspinkbunnies.us,5,1,1/1/2018 1:18:42
21,http://fearlesspinkbunnies.us,1,2,1/1/2018 1:19:09
62,http://fashionabledogs.com,5,2,1/1/2018 1:19:36
40,http://guppyfishing.org,5,2,1/1/2018 1:19:51
10,http://example.net,3,2,1/1/2018 1:20:03
7,http://fashionabledogs.com,1,1,1/1/2018 1:20:11
4,http://guppyfishing.org,1,2,1/1/2018 1:20:34
55,http://horseandbuggymonthly.net,2,2,1/1/2018 1:20:59
15,http://example.net,1,2,1/1/2018 1:21:08
62,http://horseandbuggymonthly.net,4,1,1/1/2018 1:21:25
19,http://fearlesspinkbunnies.us,5,2,1/1/2018 1:21:50
15,http://guppyfishing.org,3,1,1/1/2018 1:22:08
77,http://horseandbuggymonthly.net,4,2,1/1/2018 1:22:35
63,http://fashionabledogs.com,4,1,1/1/2018 1:22:50
90,http://fearlesspinkbunnies.us,1,1,1/1/2018 1:22:56
48,http://example.net,5,2,1/1/2018 1:23:08
46,http://fearlesspinkbunnies.us,1,1,1/1/2018 1:23:36
67,http://horseandbuggymonthly.net,1,1,1/1/2018 1:23:41
42,http://fearlesspinkbunnies.us,1,2,1/1/2018 1:24:08
83,http://fashionabledogs.com,4,1,1/1/2018 1:24:21
49,http://horseandbuggymonthly.net,3,1,1/1/2018 1:24:27
33,http://fashionabledogs.com,4,1,1/1/2018 1:24:33
60,http://fearlesspinkbunnies.us,3,1,1/1/2018 1:24:40
85,http://fearlesspinkbunnies.us,2,1,1/1/2018 1:25:01
63,http://horseandbuggymonthly.net,3,2,1/1/2018 1:25:17
53,http://fearlesspinkbunnies.us,1,2,1/1/2018 1:25:24
5,http://example.net,1,2,1/1/2018 1:25:44
23,http://fearlesspinkbunnies.us,4,1,1/1/2018 1:25:45
97,http://horseandbuggymonthly.net,5,2,1/1/2018 1:25:53
26,http://guppyfishing.org,3,2,1/1/2018 1:26:14
3,http://fashionabledogs.com,2,1,1/1/2018 1:26:25
35,http://fashionabledogs.com,4,1,1/1/2018 1:26:50
5,http://guppyfishing.org,2,2,1/1/2018 1:27:08
20,http://guppyfishing.org,5,1,1/1/2018 1:27:18
26,http://fashionabledogs.com,4,2,1/1/2018 1:27:33
31,http://example.net,4,1,1/1/2018 1:28:00
12,http://example.net,5,2,1/1/2018 1:28:14
23,http://fashionabledogs.com,5,1,1/1/2018 1:28:22
67,http://horseandbuggymonthly.net,3,1,1/1/2018 1:28:43
35,http://guppyfishing.org,2,2,1/1/2018 1:28:45
35,http://fearlesspinkbunnies.us,3,1,1/1/2018 1:28:54
61,http://fearlesspinkbunnies.us,4,2,1/1/2018 1:28:59
55,http://example.net,5,2,1/1/2018 1:29:22
87,http://fearlesspinkbunnies.us,4,2,1/1/2018 1:29:52
39,http://example.net,3,2,1/1/2018 1:30:05
95,http://fashionabledogs.com,4,2,1/1/2018 1:30:30
77,http://fashionabledogs.com,3,1,1/1/2018 1:30:48
30,http://horseandbuggymonthly.net,1,1,1/1/2018 1:30:54
18,http://example.net,4,2,1/1/2018 1:31:10
72,http://fashionabledogs.com,5,2,1/1/2018 1:31:16
63,http://guppyfishing.org,4,1,1/1/2018 1:31:33
1,http://fearlesspinkbunnies.us,1,2,1/1/2018 1:31:44
95,http://example.net,4,1,1/1/2018 1:32:07
28,http://horseandbuggymonthly.net,5,2,1/1/2018 1:32:09
13,http://example.net,4,2,1/1/2018 1:32:19
66,http://fearlesspinkbunnies.us,5,2,1/1/2018 1:32:27
1,http://horseandbuggymonthly.net,5,1,1/1/2018 1:32:53
60,http://example.net,4,1,1/1/2018 1:33:14
96,http://fearlesspinkbunnies.us,1,1,1/1/2018 1:33:32
85,http://example.net,1,1,1/1/2018 1:33:52
2,http://fashionabledogs.com,1,2,1/1/2018 1:34:13
35,http://horseandbuggymonthly.net,1,1,1/1/2018 1:34:23
8,http://horseandbuggymonthly.net,3,2,1/1/2018 1:34:35
97,http://example.net,5,2,1/1/2018 1:34:48
97,http://horseandbuggymonthly.net,2,2,1/1/2018 1:35:17
50,http://horseandbuggymonthly.net,5,1,1/1/2018 1:35:39
84,http://fearlesspinkbunnies.us,4,2,1/1/2018 1:35:45
50,http://fearlesspinkbunnies.us,2,2,1/1/2018 1:36:03
25,http://example.net,1,2,1/1/2018 1:36:14
10,http://guppyfishing.org,5,1,1/1/2018 1:36:17
84,http://horseandbuggymonthly.net,4,1,1/1/2018 1:36:31
96,http://horseandbuggymonthly.net,5,1,1/1/2018 1:36:36
52,http://guppyfishing.org,5,2,1/1/2018 1:36:40
55,http://fashionabledogs.com,5,2,1/1/2018 1:36:48
83,http://example.net,1,2,1/1/2018 1:37:07
73,http://horseandbuggymonthly.net,5,2,1/1/2018 1:37:15
58,http://fearlesspinkbunnies.us,4,1,1/1/2018 1:37:38
40,http://fashionabledogs.com,2,1,1/1/2018 1:38:02
6,http://horseandbuggymonthly.net,5,1,1/1/2018 1:38:09
62,http://fearlesspinkbunnies.us,3,2,1/1/2018 1:38:23
28,http://horseandbuggymonthly.net,2,2,1/1/2018 1:38:43
49,http://fearlesspinkbunnies.us,2,1,1/1/2018 1:38:51
13,http://fashionabledogs.com,2,2,1/1/2018 1:38:54
14,http://guppyfishing.org,5,1,1/1/2018 1:39:15
47,http://example.net,2,2,1/1/2018 1:39:37
88,http://fearlesspinkbunnies.us,5,1,1/1/2018 1:40:03
24,http://fashionabledogs.com,5,1,1/1/2018 1:40:31
80,http://example.net,4,1,1/1/2018 1:40:35
50,http://fearlesspinkbunnies.us,3,2,1/1/2018 1:40:46
42,http://fashionabledogs.com,2,2,1/1/2018 1:41:16
24,http://fashionabledogs.com,1,2,1/1/2018 1:41:26
72,http://example.net,5,2,1/1/2018 1:41:38
48,http://fearlesspinkbunnies.us,2,1,1/1/2018 1:41:50
22,http://fashionabledogs.com,1,2,1/1/2018 1:42:04
62,http://horseandbuggymonthly.net,4,2,1/1/2018 1:42:09
69,http://fearlesspinkbunnies.us,5,2,1/1/2018 1:42:16
90,http://fearlesspinkbunnies.us,2,2,1/1/2018 1:42:23
74,http://guppyfishing.org,5,1,1/1/2018 1:42:37
78,http://fashionabledogs.com,4,1,1/1/2018 1:42:43
4,http://fearlesspinkbunnies.us,2,1,1/1/2018 1:42:58
87,http://fearlesspinkbunnies.us,4,2,1/1/2018 1:43:12
28,http://fashionabledogs.com,4,2,1/1/2018 1:43:27
50,http://guppyfishing.org,2,2,1/1/2018 1:43:57
17,http://fashionabledogs.com,2,2,1/1/2018 1:44:05
88,http://horseandbuggymonthly.net,5,2,1/1/2018 1:44:13
70,http://example.net,4,1,1/1/2018 1:44:41
55,http://example.net,4,2,1/1/2018 1:44:46
50,http://example.net,2,2,1/1/2018 1:45:03
43,http://guppyfishing.org,1,1,1/1/2018 1:45:13
66,http://horseandbuggymonthly.net,1,1,1/1/2018 1:45:35
2,http://horseandbuggymonthly.net,5,2,1/1/2018 1:46:03
2,http://horseandbuggymonthly.net,1,2,1/1/2018 1:46:27
25,http://guppyfishing.org,4,1,1/1/2018 1:46:34
3,http://example.net,1,2,1/1/2018 1:46:58
4,http://guppyfishing.org,4,2,1/1/2018 1:47:07
32,http://horseandbuggymonthly.net,4,2,1/1/2018 1:47:27
86,http://example.net,4,1,1/1/2018 1:47:42
30,http://horseandbuggymonthly.net,5,2,1/1/2018 1:47:57
9,http://fashionabledogs.com,4,2,1/1/2018 1:48:22
36,http://fashionabledogs.com,3,2,1/1/2018 1:48:32
14,http://fearlesspinkbunnies.us,2,2,1/1/2018 1:48:39
75,http://fearlesspinkbunnies.us,3,2,1/1/2018 1:48:47
2,http://fearlesspinkbunnies.us,2,2,1/1/2018 1:48:54
39,http://horseandbuggymonthly.net,3,1,1/1/2018 1:48:55
32,http://guppyfishing.org,3,2,1/1/2018 1:49:03
20,http://guppyfishing.org,5,1,1/1/2018 1:49:26
87,http://guppyfishing.org,2,2,1/1/2018 1:49:36
97,http://example.net,5,1,1/1/2018 1:50:04
68,http://fashionabledogs.com,5,1,1/1/2018 1:50:27
31,http://fashionabledogs.com,4,2,1/1/2018 1:50:57
2,http://guppyfishing.org,1,2,1/1/2018 1:51:12
90,http://example.net,5,2,1/1/2018 1:51:20
95,http://example.net,1,2,1/1/2018 1:51:34
66,http://example.net,3,2,1/1/2018 1:51:37
98,http://guppyfishing.org,5,2,1/1/2018 1:52:00
14,http://fashionabledogs.com,3,1,1/1/2018 1:52:16
50,http://example.net,4,2,1/1/2018 1:52:32
13,http://fashionabledogs.com,1,1,1/1/2018 1:52:56
68,http://fearlesspinkbunnies.us,4,1,1/1/2018 1:53:14
53,http://guppyfishing.org,3,1,1/1/2018 1:53:15
71,http://fearlesspinkbunnies.us,1,1,1/1/2018 1:53:34
36,http://guppyfishing.org,1,1,1/1/2018 1:53:38
34,http://example.net,5,1,1/1/2018 1:54:08
28,http://fearlesspinkbunnies.us,4,1,1/1/2018 1:54:19
27,http://horseandbuggymonthly.net,1,2,1/1/2018 1:54:28
66,http://horseandbuggymonthly.net,5,2,1/1/2018 1:54:30
33,http://fearlesspinkbunnies.us,1,1,1/1/2018 1:54:31
57,http://fashionabledogs.com,5,1,1/1/2018 1:54:57
50,http://horseandbuggymonthly.net,1,2,1/1/2018 1:55:19
14,http://horseandbuggymonthly.net,4,2,1/1/2018 1:55:37
27,http://horseandbuggymonthly.net,3,2,1/1/2018 1:56:04
67,http://fashionabledogs.com,4,2,1/1/2018 1:56:26
